1069,Pteropus rodricensis,Rodrigues fruit bat (=flying fox),3
1070,Pteropus tokudae,Little Mariana fruit Bat,3
1071,Ptychobranchus greenii,Triangular Kidneyshell,7
1072,Ptychobranchus jonesi,Southern kidneyshell,7
1073,Ptychobranchus subtentum,Fluted kidneyshell,7
1074,Ptychocheilus lucius,Colorado pikeminnow (=squawfish),0
1075,Pudu pudu,Pudu,3
1076,Puffinus auricularis newelli,Newell's Townsend's shearwater,1
1077,Puffinus heinrothi,Heinroth's shearwater,1
1078,Puma (=Felis) concolor (all subsp. except coryi),Puma (=mountain lion),3
1079,Puma (=Felis) concolor coryi,Florida panther,3
1080,Puma (=Felis) concolor costaricensis,Costa Rican puma,3
1081,Pygathrix nemaeus,Douc langur,3
1082,Pyrgulopsis (=Marstonia) pachyta,Armored snail,2
1083,Pyrgulopsis bernardina,San Bernardino springsnail,2
1084,Pyrgulopsis bruneauensis,Bruneau Hot springsnail,2
1085,Pyrgulopsis chupaderae,Chupadera springsnail,2
1086,Pyrgulopsis neomexicana,Socorro springsnail,2
1087,Pyrgulopsis ogmorhaphe,Royal marstonia (snail),2
1088,Pyrgulopsis roswellensis,Roswell springsnail,2
1089,Pyrgulopsis texana,Phantom Springsnail,2
1090,Pyrgulopsis trivialis,Three Forks Springsnail,2
1091,Pyrgus ruralis lagunae,Laguna Mountains skipper,8
1092,Pyriglena atra,Fringe-backed fire-eye,1
1093,Pyrrhula pyrrhula murina,Sao Miguel bullfinch (finch),1
1094,Pyrrhura cruentata,Blue-throated (=ochre-marked) parakeet,1
1095,Python molurus molurus,Indian python,6
1096,Quadrula cylindrica cylindrica,Rabbitsfoot,7
1097,Quadrula cylindrica strigillata,Rough rabbitsfoot,7
1098,Quadrula fragosa,Winged Mapleleaf,7
1099,Quadrula intermedia,Cumberland monkeyface (pearlymussel),7
1100,Quadrula sparsa,Appalachian monkeyface (pearlymussel),7
1101,Quadrula stapes,Stirrupshell,7
1102,Quisicalus palustris,Slender-billed Grackle,1
1103,Rallus longirostris levipes,Light-footed clapper rail,1
1104,Rallus longirostris obsoletus,California clapper rail,1
1105,Rallus longirostris yumanensis,Yuma clapper rail,1
1106,Rallus owstoni,Guam rail,1
1107,Rallus pectoralis muelleri,Aukland Island rail,1
1108,Ramphocinclus brachyurus,White-breasted thrasher,1
1109,Ramphodon (=Glaucis) dohrnii,Hook-billed hermit (hummingbird),1
1110,Rana chiricahuensis,Chiricahua leopard frog,9
1111,Rana draytonii,California red-legged frog,9
1112,Rana muscosa,Mountain yellow-legged frog,9
1113,Rana pretiosa,Oregon spotted frog,9
1114,Rana sevosa,dusky gopher frog,9
1115,Rana sierrae,Sierra Nevada Yellow-legged Frog,9
1116,Rangifer tarandus caribou,Woodland Caribou,3
1117,Reithrodontomys raviventris,Salt marsh harvest mouse,3
1118,Rhadine exilis,[no common name] Beetle,8
1119,Rhadine infernalis,[no common name] Beetle,8
1120,Rhadine persephone,Tooth Cave ground beetle,8
1121,Rhaphiomidas terminatus abdominalis,Delhi Sands flower-loving fly,8
1122,Rhea (=Pterocnemia) pennata,Lesser rhea (incl. Darwin's),1
1123,Rhinichthys osculus lethoporus,Independence Valley speckled dace,0
1124,Rhinichthys osculus nevadensis,Ash Meadows speckled dace,0
1125,Rhinichthys osculus oligoporus,Clover Valley speckled dace,0
1126,Rhinichthys osculus ssp.,Foskett speckled dace,0
1127,Rhinichthys osculus thermalis,Kendall Warm Springs dace,0
1128,Rhinoceros sondaicus,Javan rhinoceros,3
1129,Rhinoceros unicornis,Great Indian rhinoceros,3
1130,Rhinopithecus avunculus,Tonkin snub-nosed monkey,3
1131,Rhinopithecus bieti,Yunnan snub-nosed monkey,3
1132,Rhinopithecus brelichi,Guizhou snub-nosed monkey,3
1133,Rhinopithecus roxellana,Sichuan snub-nosed monkey,3
1134,Rhinoptilus bitorquatus,Jerdon's courser,1
1135,Rhodonessa caryophyllacea,Pink-headed duck,1
1136,Rhynchopsitta pachyrhyncha,Thick-billed parrot,1
1137,Rhynochetos jubatus,Kagu,1
1138,Romerolagus diazi,Volcano rabbit,3
1139,Rostrhamus sociabilis plumbeus,Everglade snail kite,1
1140,Rukia longirostra,Ponape greater white-eye,1
1141,Rupicapra rupicapra ornata,Apennine chamois,3
1142,Saguinus bicolor,Pied tamarin,3
1143,Saguinus leucopus,White-footed tamarin,3
1144,Saguinus oedipus,Cotton-top tamarin,3
1145,Saiga tatarica mongolica,Mongolian saiga (antelope),3
1146,Saimiri oerstedii,Red-backed squirrel monkey,3
1147,Salmo platycephalus,Ala balik (trout),0
1148,Salmo salar,Atlantic salmon,0
1149,Salvelinus confluentus,Bull Trout,0
1150,Samoana fragilis,Fragile tree snail,2
1151,Sauromalus varius,San Esteban Island chuckwalla,6
1152,Scaphirhynchus albus,Pallid sturgeon,0
1153,Scaphirhynchus platorynchus,Shovelnose Sturgeon,0
1154,Scaphirhynchus suttkusi,Alabama sturgeon,0
1155,Scleropages formosus,Asian bonytongue,0
1156,Sebastes paucispinis,Bocaccio,0
1157,Sebastes pinniger,canary rockfish,0
1158,Sebastes ruberrimus,yelloweye rockfish,0
1159,Semnopithecus (=Presbytis) entellus,Gray (=entellus) langur,3
1160,Seriatopora aculeata,No common name,4
1161,Setonix brachyurus,Quokka,3
1162,Setophaga angelae,Elfin-woods warbler,1
1163,Setophaga kirtlandii (= Dendroica kirtlandii),Kirtland's Warbler,1
1164,Sistrurus catenatus,Eastern Massasauga (=rattlesnake),6
1165,Sitta ledanti,Algerian nuthatch,1
1166,Sminthopsis longicaudata,Long-tailed marsupial-mouse,3
1167,Sminthopsis psammophila,Large desert marsupial-mouse,3
1168,Solenodon cubanus,Cuban solenodon,3
1169,Solenodon paradoxus,Haitian solenodon,3
1170,Somateria fischeri,Spectacled eider,1
1171,Somatochlora hineana,Hine's emerald dragonfly,8
1172,Sorex ornatus relictus,Buena Vista Lake ornate Shrew,3
1173,Spelaeorchestia koloana,Kauai cave amphipod,10
1174,Speoplatyrhinus poulsoni,Alabama cavefish,0
1175,Speyeria callippe callippe,Callippe silverspot butterfly,8
1176,Speyeria zerene behrensii,Behren's silverspot butterfly,8
1177,Speyeria zerene hippolyta,Oregon silverspot butterfly,8
1178,Speyeria zerene myrtleae,Myrtle's silverspot butterfly,8
1179,Sphaerodactylus micropithecus,Monito gecko,6
1180,Spheniscus demersus,African penguin,1
1181,Spheniscus humboldti,Humboldt penguin,1
1182,Spheniscus mendiculus,Galapagos penguin,1
1183,Sphenodon guntheri,Brother's Island tuatara,6
1184,Sphenodon punctatus,Tuatara,6
1185,Sphyrna lewini,Scalloped Hammerhead Shark,0
1186,Squatina squatina,Angel shark,0
1187,Sterna antillarum,Least tern,1
1188,Sterna antillarum browni,California least tern,1
1189,Sterna dougallii dougallii,Roseate tern,1
1190,Sternotherus depressus,Flattened musk turtle,6
1191,Streptocephalus woottoni,Riverside fairy shrimp,10
1192,Streptopelia picturata rostrata,Seychelles turtle dove,1
1193,Strigops habroptilus,Kakapo,1
1194,Strix occidentalis caurina,Northern spotted owl,1
1195,Strix occidentalis lucida,Mexican spotted owl,1
1196,Struthio camelus spatzi,West African ostrich,1
1197,Struthio camelus syriacus,Arabian ostrich,1
1198,Strymon acis bartrami,Bartram's hairstreak Butterfly,8
1199,Stygobromus (=Stygonectes) pecki,Peck's cave amphipod,10
1200,Stygobromus hayi,Hay's Spring amphipod,10
1201,Stygoparnus comalensis,Comal Springs dryopid beetle,8
1202,Succinea chittenangoensis,Chittenango ovate amber snail,2
1203,Sus salvanius,Pygmy hog,3
1204,Sylvilagus bachmani riparius,Riparian brush rabbit,3
1205,Sylvilagus palustris hefneri,Lower Keys marsh rabbit,3
1206,Symphalangus syndactylus,Siamang,3
1207,Syncaris pacifica,California freshwater shrimp,10
1208,Syrmaticus ellioti,Elliot's pheasant,1
1209,Syrmaticus humaie,Bar-tailed pheasant,1
1210,Syrmaticus mikado,Mikado pheasant,1
1211,Tachybaptus rufolavatus,Alaotra Grebe,1
1212,Tamiasciurus hudsonicus grahamensis,Mount Graham red squirrel,3
1213,Tanakia tanago,Miyako tango (=Toyko bitterling),0
1214,Tapirus bairdii,Central American tapir,3
1215,Tapirus indicus,Asian tapir,3
1216,Tapirus pinchaque,Mountain tapir,3
1217,Tapirus terrestris,South American (=Brazilian) tapir,3
1218,Tarsius syrichta,Philippine tarsier,3
1219,Tartarocreagris texana,Tooth Cave pseudoscorpion,5
1220,Tauraco bannermani,Bannerman's turaco,1
1221,Taurotragus derbianus derbianus,Western giant eland,3
1222,Taylorconcha serpenticola,Bliss Rapids snail,2
1223,Telespyza cantans,Laysan finch (honeycreeper),1
1224,Telespyza ultima,Nihoa finch (honeycreeper),1
1225,Terpsiphone corvina,Seychelles paradise flycatcher,1
1226,Terrapene coahuila,Aquatic box turtle,6
1227,Tetrao urogallus cantabricus,Cantabrian capercaillie,1
1228,Texamaurops reddelli,Kretschmarr Cave mold beetle,8
1229,Texella cokendolpheri,Cokendolpher Cave Harvestman,5
1230,Texella reddelli,Bee Creek Cave harvestman,5
1231,Texella reyesi,Bone Cave harvestman,5
1232,Thaleichthys pacificus,Eulachon,0
1233,Thamnophis eques megalops,Northern Mexican gartersnake,6
1234,Thamnophis gigas,Giant garter snake,6
1235,Thamnophis rufipunctatus,Narrow-headed gartersnake,6
1236,Thamnophis sirtalis tetrataenia,San Francisco garter snake,6
1237,Thermosphaeroma thermophilus,Socorro isopod,10
1238,Theropithecus gelada,Gelada baboon,3
1239,Thinornis novaeseelandiae,New Zealand shore plover,1
1240,Thomomys mazama glacialis,Roy Prairie pocket gopher,3
1241,Thomomys mazama pugetensis,Olympia pocket gopher,3
1242,Thomomys mazama tumuli,Tenino pocket gopher,3
1243,Thomomys mazama yelmensis,Yelm pocket gopher,3
1244,Thylacinus cynocephalus,Tasmanian tiger,3
1245,Tiaroga cobitis,Loach minnow,0
1246,Tinamus solitarius,Solitary tinamou,1
1247,Todiramphus cinnamominus,Guam kingfisher,1
1248,Tomistoma schlegelii,Tomistoma,6
1249,Toxolasma cylindrellus,Pale lilliput (pearlymussel),7
1250,Trachemys scripta callirostris,South American red-lined turtle,6
1251,Trachemys stejnegeri malonei,Inagua Island turtle,6
1252,Trachemys terrapen,Cat Island turtle,6
1253,Trachypithecus (=Presbytis) francoisi,Francois' langur,3
1254,Trachypithecus (=Presbytis) geei,Golden langur,3
1255,Trachypithecus (=Presbytis) pileatus,Capped Langur,3
1256,Tragopan blythii,Blyth's tragopan pheasant,1
1257,Tragopan caboti,Cabot's tragopan pheasant,1
1258,Tragopan melanocephalus,Western tragopan pheasant,1
1259,Trichechus inunguis,Amazonian manatee,3
1260,Trichechus manatus,West Indian Manatee,3
1261,Trichechus senegalensis,West African manatee,3
1262,Trichocichla rufa,Long-legged warbler,1
1263,Trimerotropis infantilis,Zayante band-winged grasshopper,8
1264,Tringa guttifer,Nordmann's greenshank,1
1265,Triodopsis platysayoides,Flat-spired three-toothed Snail,2
1266,Trionyx ater,Cuatro Cienegas softshell turtle,6
1267,Trionyx gangeticus,Indian softshell turtle,6
1268,Trionyx hurum,Peacock softshell turtle,6
1269,Trionyx nigricans,Black softshell turtle,6
1270,Troglodytes aedon guadeloupensis,Guadeloupe house wren,1
1271,Troglodytes aedon mesoleucus,St. Lucia house wren,1
1272,Troides alexandrae,Queen Alexandra's birdwing butterfly,8
1273,Tryonia alamosae,Alamosa springsnail,2
1274,Tryonia cheatumi,Phantom Tryonia,2
1275,Tryonia circumstriata (=stocktonensis),Gonzales tryonia,2
1276,Tubastraea floreana,No common name,4
1277,Tulotoma magnifica,Tulotoma snail,2
1278,Turdus olivaceus helleri,Taita thrush,1
1279,Turnagra capensis,New Zealand thrush (wattlebird),1
1280,Tympanuchus cupido attwateri,Attwater's greater prairie-chicken,1
1281,Typhlomolge rathbuni,Texas blind salamander,9
1282,Tyto soumagnei,Madagascar red owl,1
1283,Uma inornata,Coachella Valley fringe-toed lizard,6
1284,Uncia (=Panthera) uncia,Snow leopard,3
1285,Uratelornis chimaera,Long-tailed ground roller,1
1286,Urocitellus brunneus,Northern Idaho Ground Squirrel,3
1287,Urocyon littoralis catalinae,Santa Catalina Island Fox,3
1288,Ursus arctos,Mexican grizzly bear,3
1289,Ursus arctos arctos,Brown bear,3
1290,Ursus arctos horribilis,Grizzly bear,3
1291,Ursus arctos pruinosus,Brown bear,3
1292,Ursus maritimus,Polar bear,3
1293,Ursus thibetanus gedrosianus,Baluchistan bear,3
1294,Vagrans egistina,Mariana wandering butterfly,8
1295,Varanus bengalensis,Indian (=Bengal) monitor,6
1296,Varanus flavescens,Yellow monitor,6
1297,Varanus griseus,Desert monitor,6
1298,Varanus komodoensis,Komodo Island monitor,6
1299,Vermivora bachmanii,Bachman's warbler (=wood),1
1300,Vetericaris chaceorum,Anchialine pool shrimp,10
1301,Vicugna vicugna,Vicuna,3
1302,Villosa choctawensis,Choctaw bean,7
1303,Villosa fabalis,Rayed Bean,7
1304,Villosa perpurpurea,Purple bean,7
1305,Villosa trabalis,Cumberland bean (pearlymussel),7
1306,Vipera latifii,Lar Valley viper,6
1307,Vireo bellii pusillus,Least Bell's vireo,1
1308,Viverra civettina (=megaspila c.),Malabar large-spotted civet,3
1309,Vulpes macrotis mutica,San Joaquin kit fox,3
1310,Vulpes velox hebes,Northern swift fox,3
1311,Vultur gryphus,Andean condor,1
1312,Wyulda squamicaudata,Scaly-tailed possum,3
1313,Xenicus longipes,New Zealand bushwren,1
1314,Xenopirostris damii,Van Dam's vanga,1
1315,Xenopirostris polleni,Pollen's vanga,1
1316,Xeromys myoides,False water rat,3
1317,Xipholena atropurpurea,White-winged cotinga,1
1318,Xyrauchen texanus,Razorback sucker,0
1319,Zapus hudsonius luteus,New Mexico meadow jumping mouse,3
1320,Zapus hudsonius preblei,Preble's meadow jumping mouse,3
1321,Zosterops albogularis,Norfolk Island white-eye,1
1322,Zosterops conspicillatus conspicillatus,Bridled white-eye,1
1323,Zosterops modesta,Seychelles white-eye,1
1324,Zosterops rotensis,Rota bridled White-eye,1
1325,Zyzomys pedunculatus,Australian native mouse,3
